06-26 03:47:43.361 27688-27754/nl.tudelft.cs4160.trustchain_android I/Statistics-lg: runtime,messagesSent,messagesReceived,introductionRequestsSent,introductionRequestsReceived,introductionResponsesSent,introductionResponsesReceived,puncturesSent,puncturesReceived,punctureRequestsSent,punctureRequestsReceived,blockMessagesSent,blockMessagesReceived,bytesSentCount,bytesReceivedCount,activeConnections,newConnections
06-26 16:19:30.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 900000,5068,4622,1765,1651,1651,1490,1,0,1651,1481,0,0,2926228,2641235,11,0
06-26 16:19:30.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 900001,5032,4632,1753,1636,1636,1495,7,1,1636,1500,0,0,2901043,2649427,11,0
06-26 16:19:30.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 900000,4964,4616,1766,1599,1599,1510,0,1,1599,1506,0,0,2841547,2668686,11,0
06-26 16:19:30.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 900000,5088,4610,1770,1659,1659,1505,0,3,1659,1443,0,0,2944397,2650232,11,0
06-26 16:19:30.646 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 900000,4976,4473,1768,1604,1604,1501,0,1,1604,1367,0,0,2852426,2619223,11,0
06-26 16:19:30.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 900001,4909,4531,1761,1575,1575,1501,0,2,1574,1453,0,0,2802601,2635826,11,0
06-26 16:19:30.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 900001,4943,4568,1771,1586,1586,1519,0,3,1586,1460,0,0,2824662,2664464,11,0
06-26 16:19:40.569 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 910001,4857,4479,1784,1536,1536,1517,1,2,1536,1424,0,0,2739750,2650291,11,0
06-26 16:19:40.581 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 910001,5034,4685,1779,1627,1627,1509,1,1,1627,1548,0,0,2891599,2675698,11,0
06-26 16:19:40.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 910000,4953,4572,1784,1584,1584,1530,1,1,1584,1457,0,0,2818515,2683090,11,0
06-26 16:19:40.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 910000,5130,4664,1785,1672,1672,1502,1,0,1672,1490,0,0,2963237,2662650,11,0
06-26 16:19:40.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 910001,5094,4683,1773,1657,1657,1505,7,1,1657,1520,0,0,2938052,2670584,11,0
06-26 16:19:40.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 910000,5004,4646,1786,1609,1609,1521,0,1,1609,1515,0,0,2860373,2687525,11,0
06-26 16:19:40.636 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 910000,5153,4656,1788,1683,1683,1517,0,3,1683,1453,0,0,2986074,2672270,11,0
06-26 16:19:40.647 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 910001,5026,4513,1788,1619,1619,1514,0,1,1619,1379,0,0,2879555,2642114,11,0
06-26 16:19:40.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 910001,4955,4562,1781,1587,1587,1513,0,2,1587,1460,0,0,2826380,2655835,11,0
06-26 16:19:40.659 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 910003,4999,4611,1791,1604,1604,1531,0,3,1604,1473,0,0,2856746,2686573,11,0
06-26 16:19:50.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 920001,4905,4510,1804,1550,1550,1530,1,2,1550,1428,0,0,2765156,2671224,11,0
06-26 16:19:50.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 920000,4991,4601,1804,1593,1593,1543,1,1,1593,1464,0,0,2835644,2704073,11,0
06-26 16:19:50.587 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 920009,5082,4722,1799,1641,1641,1520,1,1,1641,1560,0,0,2917013,2695684,11,0
06-26 16:19:50.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 920001,5152,4728,1793,1676,1676,1515,7,1,1676,1536,0,0,2971837,2690603,11,0
06-26 16:19:50.614 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 920020,5172,4701,1795,1688,1688,1512,1,0,1688,1501,0,0,2990821,2681131,11,0
06-26 16:19:50.624 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 920001,5057,4687,1806,1626,1626,1531,0,1,1625,1529,0,0,2890538,2706770,11,0
06-26 16:19:50.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 920000,5210,4702,1800,1705,1705,1528,0,3,1705,1466,0,0,3023989,2693357,11,0
06-26 16:19:50.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 920000,5076,4551,1808,1634,1634,1526,0,1,1634,1390,0,0,2906668,2663334,11,0
06-26 16:19:50.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 920000,5005,4599,1801,1602,1602,1524,0,2,1602,1471,0,0,2853467,2675626,11,0
06-26 16:19:50.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 920001,5041,4642,1811,1615,1615,1544,0,3,1615,1480,0,0,2877179,2707844,11,0
06-26 16:20:00.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 930001,4955,4544,1824,1565,1565,1541,1,2,1565,1436,0,0,2792257,2690363,11,0
06-26 16:20:00.580 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 930002,5148,4767,1819,1664,1664,1531,1,1,1664,1571,0,0,2957344,2716394,11,0
06-26 16:20:00.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 930000,5047,4637,1824,1611,1611,1556,1,1,1611,1469,0,0,2867726,2725546,11,0
06-26 16:20:00.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 930000,5236,4749,1815,1710,1710,1524,1,0,1710,1515,0,0,3029515,2703862,11,0
06-26 16:20:00.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 930001,5200,4769,1813,1691,1690,1526,7,1,1690,1551,0,0,2997277,2711383,11,0
06-26 16:20:00.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 930000,5106,4729,1816,1645,1645,1544,0,1,1645,1539,0,0,2923367,2729562,11,0
06-26 16:20:00.636 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 930001,5260,4738,1820,1720,1720,1541,0,3,1720,1474,0,0,3051046,2715309,11,0
06-26 16:20:00.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 930000,5134,4593,1828,1653,1653,1538,0,1,1653,1401,0,0,2940349,2684869,11,0
06-26 16:20:00.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 930000,5045,4633,1821,1613,1612,1537,0,2,1612,1481,0,0,2872231,2697567,11,0
06-26 16:20:00.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 930001,5089,4678,1831,1629,1629,1557,0,3,1629,1489,0,0,2902627,2729890,11,0
06-26 16:20:10.569 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 940002,5005,4580,1844,1580,1580,1553,1,2,1580,1445,0,0,2819338,2711120,11,0
06-26 16:20:10.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 940001,5196,4808,1839,1678,1678,1542,1,1,1678,1587,0,0,2982756,2737259,11,0
06-26 16:20:10.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 940000,5099,4676,1844,1627,1627,1568,1,1,1627,1480,0,0,2896442,2746941,11,0
06-26 16:20:10.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 940000,5286,4787,1835,1725,1725,1538,1,0,1725,1524,0,0,3056602,2727513,11,0
06-26 16:20:10.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 940001,5250,4805,1833,1705,1705,1537,7,1,1705,1562,0,0,3024392,2731082,11,0
06-26 16:20:10.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 940000,5160,4770,1836,1662,1662,1555,0,1,1662,1552,0,0,2953772,2750142,11,0
06-26 16:20:10.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 940000,5302,4773,1840,1731,1731,1554,0,3,1731,1485,0,0,3071487,2737376,11,0
06-26 16:20:10.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 940000,5172,4628,1848,1662,1662,1550,0,1,1662,1415,0,0,2957510,2706211,11,0
06-26 16:20:10.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 940001,5099,4674,1841,1629,1629,1549,0,2,1629,1494,0,0,2902636,2719320,11,0
06-26 16:20:10.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 940001,5137,4715,1851,1643,1643,1570,0,3,1643,1499,0,0,2928065,2752214,11,0
06-26 16:20:20.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 950001,5053,4619,1864,1594,1594,1565,1,2,1594,1458,0,0,2843918,2732734,11,0
06-26 16:20:20.580 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 950001,5234,4841,1859,1687,1687,1556,1,1,1687,1597,0,0,2999891,2760496,11,0
06-26 16:20:20.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 950001,5145,4713,1864,1640,1640,1579,1,1,1640,1493,0,0,2920251,2766962,11,0
06-26 16:20:20.596 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 950002,5332,4824,1855,1738,1738,1548,1,0,1738,1538,0,0,3080369,2746468,11,0
06-26 16:20:20.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 950001,5304,4850,1853,1722,1722,1550,7,1,1722,1577,0,0,3054615,2754984,11,0
06-26 16:20:20.624 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 950000,5220,4814,1856,1682,1682,1566,0,1,1682,1565,0,0,2989072,2771010,11,0
06-26 16:20:20.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 950000,5360,4811,1860,1750,1750,1566,0,3,1750,1492,0,0,3105194,2758038,11,0
06-26 16:20:20.647 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 950002,5226,4673,1868,1679,1679,1562,0,1,1679,1431,0,0,2987941,2728919,11,0
06-26 16:20:20.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 950001,5159,4717,1861,1649,1649,1562,0,2,1649,1504,0,0,2937996,2742325,11,0
06-26 16:20:20.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 950001,5189,4748,1871,1659,1659,1582,0,3,1659,1504,0,0,2956839,2772180,11,0
06-26 16:20:30.569 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 960002,5095,4647,1884,1605,1605,1575,1,2,1605,1465,0,0,2864407,2749736,11,0
06-26 16:20:30.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 960001,5288,4883,1879,1704,1704,1568,1,1,1704,1610,0,0,3030314,2782442,11,0
06-26 16:20:30.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 960000,5181,4745,1883,1649,1649,1591,1,1,1649,1504,0,0,2937158,2787570,11,0
06-26 16:20:30.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 960000,5378,4859,1875,1751,1751,1562,1,0,1751,1546,0,0,3104096,2769622,11,0
06-26 16:20:30.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 960001,5352,4889,1873,1736,1736,1562,7,1,1736,1590,0,0,3079487,2776521,11,0
06-26 16:20:30.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 960000,5284,4866,1876,1704,1704,1576,0,1,1704,1585,0,0,3027756,2792349,11,0
06-26 16:20:30.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 960000,5408,4854,1880,1764,1764,1580,0,3,1764,1507,0,0,3130634,2782962,11,0
06-26 16:20:30.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 960000,5248,4704,1878,1685,1685,1573,0,1,1685,1445,0,0,2998462,2748493,11,0
06-26 16:20:30.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 960001,5219,4766,1881,1669,1669,1575,0,2,1669,1520,0,0,2973388,2766648,11,0
06-26 16:20:30.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 960001,5225,4780,1891,1667,1667,1595,0,3,1667,1515,0,0,2972357,2794118,11,0
06-26 16:20:40.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 970000,5143,4684,1904,1619,1619,1590,1,2,1619,1473,0,0,2889841,2774408,11,0
06-26 16:20:40.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 970001,5332,4916,1899,1716,1716,1577,1,1,1716,1622,0,0,3052442,2799351,11,0
06-26 16:20:40.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 970001,5215,4776,1894,1660,1660,1604,1,1,1660,1511,0,0,2956729,2808738,11,0
06-26 16:20:40.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 970000,5428,4901,1895,1766,1766,1574,1,0,1766,1561,0,0,3131181,2791811,11,0
06-26 16:20:40.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 970001,5400,4924,1893,1750,1750,1571,7,1,1750,1601,0,0,3104907,2793468,11,0
06-26 16:20:40.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 970000,5334,4903,1896,1719,1719,1589,0,1,1719,1594,0,0,3054807,2814441,11,0
06-26 16:20:40.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 970000,5486,4917,1900,1793,1793,1592,0,3,1793,1529,0,0,3180943,2808292,11,0
06-26 16:20:40.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 970000,5302,4747,1898,1702,1702,1586,0,1,1702,1458,0,0,3028853,2771837,11,0
06-26 16:20:40.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 970000,5273,4806,1901,1686,1686,1588,0,2,1686,1530,0,0,3003813,2789206,11,0
06-26 16:20:40.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 970001,5279,4823,1911,1684,1684,1609,0,3,1684,1527,0,0,3002756,2818687,11,0
06-26 16:20:50.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 980000,5197,4721,1924,1636,1636,1604,1,2,1636,1479,0,0,2920304,2797601,11,0
06-26 16:20:50.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 980001,5378,4955,1919,1729,1729,1591,1,1,1729,1634,0,0,3076209,2823462,11,0
06-26 16:20:50.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 980000,5259,4812,1914,1672,1672,1618,1,1,1672,1521,0,0,2978823,2832254,11,0
06-26 16:20:50.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 980000,5474,4938,1915,1779,1779,1587,1,0,1779,1572,0,0,3154986,2814302,11,0
06-26 16:20:50.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 980001,5454,4968,1913,1767,1767,1582,7,1,1767,1618,0,0,3135324,2814924,11,0
06-26 16:20:50.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 980000,5378,4937,1916,1731,1731,1601,0,1,1731,1604,0,0,3076953,2835007,11,0
06-26 16:20:50.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 980000,5538,4952,1920,1809,1809,1606,0,3,1809,1534,0,0,3209703,2830967,11,0
06-26 16:20:50.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 980000,5352,4782,1918,1717,1717,1599,0,1,1717,1465,0,0,3055966,2793403,11,0
06-26 16:20:50.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 980000,5321,4844,1921,1700,1700,1600,0,2,1700,1541,0,0,3029154,2810210,11,0
06-26 16:20:50.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 980001,5329,4865,1931,1699,1699,1623,0,3,1699,1540,0,0,3029857,2843152,11,0
06-26 16:21:00.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 990001,5233,4749,1944,1644,1644,1616,1,2,1644,1487,0,0,2935772,2817336,11,0
06-26 16:21:00.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 990001,5432,5000,1939,1746,1746,1604,1,1,1746,1649,0,0,3106594,2847187,11,0
06-26 16:21:00.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 990000,5301,4848,1934,1683,1683,1630,1,1,1683,1534,0,0,2999304,2853321,11,0
06-26 16:21:00.598 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 990000,5525,4972,1935,1795,1795,1598,1,0,1795,1579,0,0,3183480,2833083,11,0
06-26 16:21:00.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 990001,5498,5005,1933,1779,1779,1593,7,1,1779,1632,0,0,3157416,2835167,11,0
06-26 16:21:00.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 990000,5440,4983,1936,1752,1752,1614,0,1,1752,1616,0,0,3113994,2858495,11,0
06-26 16:21:00.638 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 990003,5604,5001,1940,1832,1832,1617,0,3,1832,1549,0,0,3250000,2852596,11,0
06-26 16:21:00.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 990000,5408,4826,1938,1735,1735,1609,0,1,1735,1481,0,0,3088028,2813180,11,0
06-26 16:21:00.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 990000,5369,4878,1941,1714,1714,1612,0,2,1714,1550,0,0,3054620,2830636,11,0
06-26 16:21:00.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 990001,5373,4900,1951,1711,1711,1635,0,3,1711,1551,0,0,3051977,2863765,11,0
06-26 16:21:10.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 1000000,5285,4786,1964,1660,1660,1629,1,2,1660,1495,0,0,2964564,2839292,11,0
06-26 16:21:10.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 1000001,5498,5054,1959,1769,1769,1616,1,1,1769,1668,0,0,3146843,2871225,11,0
06-26 16:21:10.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 1000000,5351,4891,1954,1698,1698,1643,1,1,1698,1549,0,0,3026421,2876989,11,0
06-26 16:21:10.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 1000000,5580,5011,1955,1812,1812,1610,1,0,1812,1589,0,0,3214161,2854392,11,0
06-26 16:21:10.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 1000001,5550,5045,1953,1795,1795,1604,7,1,1795,1645,0,0,3186168,2855424,11,0
06-26 16:21:10.627 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 1000004,5490,5022,1956,1767,1767,1627,0,1,1767,1627,0,0,3141081,2881191,11,0
06-26 16:21:10.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 1000000,5644,5039,1960,1842,1842,1631,0,3,1842,1563,0,0,3268812,2876873,11,0
06-26 16:21:10.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 1000000,5452,4861,1958,1747,1747,1621,0,1,1747,1492,0,0,3110176,2834085,11,0
06-26 16:21:10.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 1000000,5421,4922,1961,1730,1730,1627,0,2,1730,1563,0,0,3083362,2856599,11,0
06-26 16:21:10.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 1000001,5415,4932,1971,1722,1722,1648,0,3,1722,1559,0,0,3072476,2885260,11,0
06-26 16:21:20.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 1010000,5341,4827,1984,1678,1678,1642,1,2,1678,1505,0,0,2996618,2862032,11,0
06-26 16:21:20.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 1010001,5552,5096,1979,1786,1786,1631,1,1,1786,1678,0,0,3177226,2896625,11,0
06-26 16:21:20.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 1010000,5387,4921,1974,1706,1706,1657,1,1,1706,1557,0,0,3041903,2899534,11,0
06-26 16:21:20.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 1010000,5620,5044,1975,1822,1822,1623,1,0,1822,1599,0,0,3232947,2876216,11,0
06-26 16:21:20.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 1010001,5610,5089,1973,1815,1815,1616,7,1,1815,1657,0,0,3221556,2877449,11,0
06-26 16:21:20.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 1010000,5544,5060,1976,1784,1784,1640,0,1,1784,1635,0,0,3171474,2903362,11,0
06-26 16:21:20.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 1010000,5698,5086,1980,1859,1859,1643,0,3,1859,1581,0,0,3299251,2900043,11,0
06-26 16:21:20.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 1010000,5500,4905,1978,1761,1761,1633,0,1,1761,1510,0,0,3135598,2856925,11,0
06-26 16:21:20.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 1010000,5465,4960,1981,1742,1742,1639,0,2,1742,1577,0,0,3105528,2878288,11,0
06-26 16:21:20.658 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 1010001,5467,4973,1991,1738,1738,1662,0,3,1738,1570,0,0,3101234,2909416,11,0
06-26 16:21:30.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 1020001,5381,4854,2004,1688,1688,1656,1,2,1688,1508,0,0,3015444,2883678,11,0
06-26 16:21:30.580 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 1020002,5598,5134,1999,1799,1799,1646,1,1,1799,1688,0,0,3201019,2921620,11,0
