06-26 03:47:43.361 27688-27754/nl.tudelft.cs4160.trustchain_android I/Statistics-lg: runtime,messagesSent,messagesReceived,introductionRequestsSent,introductionRequestsReceived,introductionResponsesSent,introductionResponsesReceived,puncturesSent,puncturesReceived,punctureRequestsSent,punctureRequestsReceived,blockMessagesSent,blockMessagesReceived,bytesSentCount,bytesReceivedCount,activeConnections,newConnections
06-26 16:26:40.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 1330000,7316,6366,2610,2353,2353,2039,0,3,2353,1971,0,0,4188071,3607168,11,0
06-26 16:26:40.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 1330000,7028,6107,2608,2210,2210,2033,0,1,2210,1863,0,0,3949813,3555935,11,0
06-26 16:26:40.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 1330000,7085,6246,2611,2237,2237,2043,0,2,2237,1964,0,0,3996077,3596160,11,0
06-26 16:26:40.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 1330001,7051,6212,2611,2220,2220,2058,0,3,2220,1931,0,0,3968722,3608254,11,0
06-26 16:26:50.569 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 1340002,7049,6156,2634,2207,2207,2038,1,2,2207,1909,0,0,3945067,3576657,11,0
06-26 16:26:50.580 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 1340001,7296,6460,2629,2333,2333,2033,1,1,2333,2093,0,0,4156237,3623938,11,0
06-26 16:26:50.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 1340000,6975,6161,2624,2175,2175,2071,1,1,2175,1914,0,0,3891569,3621335,11,0
06-26 16:26:50.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 1340000,7214,6264,2625,2294,2294,2031,1,0,2294,1939,0,0,4087471,3585714,11,0
06-26 16:26:50.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 1340001,7262,6366,2613,2321,2321,2022,7,1,2321,2022,0,0,4131076,3593800,11,0
06-26 16:26:50.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 1340000,7214,6385,2616,2299,2299,2035,0,1,2299,2050,0,0,4096198,3617137,11,0
06-26 16:26:50.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 1340000,7360,6399,2630,2365,2365,2050,0,3,2365,1981,0,0,4210245,3626462,11,0
06-26 16:26:50.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 1340000,7086,6150,2628,2229,2229,2044,0,1,2229,1876,0,0,3983552,3576536,11,0
06-26 16:26:50.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 1340000,7121,6273,2631,2245,2245,2057,0,2,2245,1969,0,0,4011563,3617901,11,0
06-26 16:26:50.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 1340001,7117,6253,2631,2243,2243,2071,0,3,2243,1936,0,0,4009079,3630366,11,0
06-26 16:27:00.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 1350001,7103,6197,2654,2224,2224,2051,1,2,2224,1920,0,0,3975490,3599560,11,0
06-26 16:27:00.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 1350001,7362,6511,2649,2356,2356,2044,1,1,2356,2110,0,0,4196612,3646077,11,0
06-26 16:27:00.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 1350001,7023,6205,2644,2189,2189,2081,1,1,2189,1934,0,0,3916995,3641796,11,0
06-26 16:27:00.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 1350000,7268,6308,2645,2311,2311,2045,1,0,2311,1952,0,0,4117890,3610527,11,0
06-26 16:27:00.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 1350001,7300,6396,2633,2330,2330,2035,7,1,2330,2030,0,0,4147870,3615122,11,0
06-26 16:27:00.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 1350000,7254,6416,2636,2309,2309,2048,0,1,2309,2058,0,0,4115036,3638573,11,0
06-26 16:27:00.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 1350000,7410,6438,2650,2380,2380,2061,0,3,2380,1993,0,0,4237354,3646640,11,0
06-26 16:27:00.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 1350000,7138,6190,2648,2245,2245,2057,0,1,2245,1887,0,0,4012270,3599330,11,0
06-26 16:27:00.655 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 1350005,7163,6307,2651,2256,2256,2068,0,2,2256,1981,0,0,4032002,3637530,11,0
06-26 16:27:00.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 1350001,7159,6284,2651,2254,2254,2084,0,3,2254,1943,0,0,4029546,3651591,11,0
06-26 16:27:10.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 1360001,7165,6248,2674,2245,2245,2061,1,2,2245,1940,0,0,4012491,3620762,11,0
06-26 16:27:10.580 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 1360001,7420,6557,2669,2375,2375,2053,1,1,2375,2128,0,0,4230337,3665162,11,0
06-26 16:27:10.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 1360001,7075,6245,2664,2205,2205,2092,1,1,2205,1947,0,0,3945727,3662219,11,0
06-26 16:27:10.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 1360000,7316,6347,2665,2325,2325,2056,1,0,2325,1966,0,0,4143326,3630974,11,0
06-26 16:27:10.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 1360001,7350,6433,2653,2345,2345,2047,7,1,2345,2040,0,0,4174842,3636143,11,0
06-26 16:27:10.624 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 1360000,7308,6455,2656,2326,2326,2061,0,1,2326,2067,0,0,4145415,3661019,11,0
06-26 16:27:10.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 1360000,7456,6467,2670,2393,2393,2071,0,3,2393,2000,0,0,4261101,3663753,11,0
06-26 16:27:10.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 1360000,7186,6219,2668,2259,2259,2068,0,1,2259,1891,0,0,4037712,3617399,11,0
06-26 16:27:10.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 1360000,7205,6342,2671,2267,2267,2078,0,2,2267,1995,0,0,4052485,3656257,11,0
06-26 16:27:10.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 1360001,7209,6321,2671,2269,2269,2096,0,3,2269,1953,0,0,4056651,3672613,11,0
06-26 16:27:20.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 1370001,7215,6285,2694,2260,2260,2073,1,2,2260,1950,0,0,4039616,3641757,11,0
06-26 16:27:20.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 1370001,7462,6595,2689,2386,2386,2065,1,1,2386,2143,0,0,4250806,3686841,11,0
06-26 16:27:20.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 1370000,7139,6297,2684,2227,2227,2104,1,1,2227,1965,0,0,3984365,3685753,11,0
06-26 16:27:20.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 1370000,7384,6394,2685,2349,2349,2067,1,0,2349,1978,0,0,4185294,3651981,11,0
06-26 16:27:20.608 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 1370003,7402,6472,2673,2361,2361,2060,7,1,2361,2050,0,0,4203602,3658644,11,0
06-26 16:27:20.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 1370000,7340,6489,2676,2332,2332,2075,0,1,2332,2081,0,0,4157623,3684816,11,0
06-26 16:27:20.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 1370000,7498,6505,2690,2404,2404,2083,0,3,2404,2015,0,0,4281588,3685444,11,0
06-26 16:27:20.646 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 1370000,7236,6251,2688,2274,2274,2079,0,1,2274,1897,0,0,4064815,3635912,11,0
06-26 16:27:20.652 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 1370002,7245,6371,2691,2277,2277,2090,0,2,2277,2002,0,0,4071299,3675948,11,0
06-26 16:27:20.659 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 1370003,7251,6356,2691,2280,2280,2108,0,3,2280,1965,0,0,4077128,3693658,11,0
06-26 16:27:30.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 1380001,7255,6321,2714,2270,2270,2085,1,2,2270,1963,0,0,4058418,3663178,11,0
06-26 16:27:30.583 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 1380005,7528,6642,2709,2409,2409,2075,1,1,2409,2157,0,0,4291175,3706731,11,0
06-26 16:27:30.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 1380000,7189,6337,2704,2242,2242,2116,1,1,2242,1978,0,0,4011454,3707506,11,0
06-26 16:27:30.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 1380000,7434,6437,2705,2364,2364,2077,1,0,2364,1996,0,0,4212411,3671756,11,0
06-26 16:27:30.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 1380001,7456,6513,2693,2378,2378,2074,7,1,2378,2060,0,0,4233995,3682729,11,0
06-26 16:27:30.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 1380000,7384,6523,2696,2344,2344,2088,0,1,2344,2090,0,0,4179757,3706714,11,0
06-26 16:27:30.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 1380000,7560,6552,2710,2425,2425,2095,0,3,2425,2029,0,0,4318553,3708018,11,0
06-26 16:27:30.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 1380000,7288,6291,2708,2290,2290,2091,0,1,2290,1909,0,0,4093551,3657568,11,0
06-26 16:27:30.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 1380000,7293,6410,2711,2291,2291,2104,0,2,2291,2013,0,0,4096751,3699899,11,0
06-26 16:27:30.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 1380001,7302,6392,2711,2296,2296,2119,0,3,2296,1974,0,0,4105678,3713175,11,0
06-26 16:27:40.570 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 1390003,7307,6364,2734,2286,2286,2096,1,2,2286,1980,0,0,4087160,3684368,11,0
06-26 16:27:40.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 1390001,7568,6681,2729,2419,2419,2087,1,1,2419,2174,0,0,4309987,3728853,11,0
06-26 16:27:40.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 1390001,7249,6378,2724,2262,2262,2128,1,1,2262,1987,0,0,4046838,3728800,11,0
06-26 16:27:40.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 1390000,7464,6467,2715,2374,2374,2089,1,0,2374,2004,0,0,4230073,3691719,11,0
06-26 16:27:40.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 1390001,7506,6553,2713,2393,2393,2086,7,1,2393,2073,0,0,4261088,3704398,11,0
06-26 16:27:40.624 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 1390001,7444,6569,2716,2364,2364,2100,0,1,2364,2104,0,0,4215121,3729229,11,0
06-26 16:27:40.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 1390000,7610,6586,2730,2440,2440,2107,0,3,2440,2036,0,0,4345606,3728324,11,0
06-26 16:27:40.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 1390000,7342,6332,2728,2307,2307,2102,0,1,2307,1922,0,0,4123926,3678097,11,0
06-26 16:27:40.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 1390000,7335,6444,2731,2302,2302,2115,0,2,2302,2025,0,0,4117246,3719407,11,0
06-26 16:27:40.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 1390001,7337,6425,2731,2303,2303,2133,0,3,2303,1986,0,0,4119791,3736580,11,0
06-26 16:27:50.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 1400001,7351,6395,2754,2298,2298,2107,1,2,2298,1988,0,0,4109262,3703120,11,0
06-26 16:27:50.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 1400001,7614,6717,2739,2437,2437,2097,1,1,2437,2182,0,0,4340921,3746928,11,0
06-26 16:27:50.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 1400000,7305,6422,2744,2280,2280,2138,1,1,2280,2003,0,0,4078898,3748698,11,0
06-26 16:27:50.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 1400000,7530,6521,2735,2397,2397,2100,1,0,2397,2024,0,0,4270404,3714655,11,0
06-26 16:27:50.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 1400001,7551,6589,2733,2406,2406,2098,7,1,2405,2084,0,0,4284605,3725410,11,0
06-26 16:27:50.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 1400000,7488,6600,2736,2376,2376,2113,0,1,2376,2110,0,0,4237263,3750157,11,0
06-26 16:27:50.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 1400000,7664,6621,2750,2457,2457,2118,0,3,2457,2043,0,0,4375997,3747436,11,0
06-26 16:27:50.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 1400000,7388,6365,2748,2320,2320,2113,0,1,2320,1931,0,0,4147673,3697181,11,0
06-26 16:27:50.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 1400000,7383,6481,2751,2316,2316,2130,0,2,2316,2033,0,0,4142630,3744023,11,0
06-26 16:27:50.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 1400001,7397,6472,2751,2323,2323,2144,0,3,2323,2002,0,0,4155193,3758144,11,0
06-26 16:28:00.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 1410001,7407,6439,2774,2316,2316,2119,1,2,2316,2002,0,0,4141292,3725370,11,0
06-26 16:28:00.582 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 1410004,7668,6760,2759,2454,2454,2107,1,1,2454,2198,0,0,4371282,3766752,11,0
06-26 16:28:00.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 1410000,7355,6463,2764,2295,2295,2148,1,1,2295,2019,0,0,4105983,3768298,11,0
06-26 16:28:00.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 1410000,7576,6561,2755,2410,2410,2111,1,0,2410,2040,0,0,4294183,3735493,11,0
06-26 16:28:00.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 1410001,7608,6628,2753,2424,2424,2110,7,1,2424,2093,0,0,4316887,3746557,11,0
06-26 16:28:00.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 1410000,7522,6634,2756,2383,2383,2127,0,1,2383,2123,0,0,4250888,3773881,11,0
06-26 16:28:00.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 1410000,7720,6661,2770,2475,2475,2129,0,3,2475,2054,0,0,4408059,3767579,11,0
06-26 16:28:00.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 1410000,7434,6399,2768,2333,2333,2125,0,1,2333,1940,0,0,4171454,3717746,11,0
06-26 16:28:00.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 1410001,7413,6506,2771,2322,2321,2143,0,2,2321,2039,0,0,4153195,3764514,11,0
06-26 16:28:00.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 1410001,7449,6513,2771,2339,2339,2158,0,3,2339,2013,0,0,4183955,3782352,11,0
06-26 16:28:10.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 1420001,7443,6484,2784,2329,2329,2132,1,2,2329,2021,0,0,4163929,3749716,11,0
06-26 16:28:10.580 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 1420002,7732,6811,2779,2476,2476,2119,1,1,2476,2215,0,0,4409952,3790199,11,0
06-26 16:28:10.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 1420001,7401,6500,2774,2313,2313,2157,1,1,2313,2029,0,0,4136925,3785401,11,0
06-26 16:28:10.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 1420000,7638,6610,2775,2431,2431,2122,1,0,2431,2057,0,0,4331186,3757300,11,0
06-26 16:28:10.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 1420001,7650,6660,2773,2435,2435,2124,7,1,2435,2100,0,0,4337356,3769262,11,0
06-26 16:28:10.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 1420000,7564,6663,2776,2394,2394,2138,0,1,2394,2130,0,0,4270824,3792287,11,0
06-26 16:28:10.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 1420000,7763,6692,2790,2487,2487,2141,0,3,2486,2061,0,0,4429961,3787579,11,0
06-26 16:28:10.688 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 1420038,7459,6537,2791,2334,2334,2154,0,2,2334,2047,0,0,4176950,3783349,11,0
06-26 16:28:10.690 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 1420033,7497,6554,2791,2353,2353,2171,0,3,2353,2027,0,0,4209405,3805659,11,0
06-26 16:28:10.690 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 1420045,7486,6440,2788,2349,2349,2138,0,1,2349,1952,0,0,4200166,3740793,11,0
06-26 16:28:20.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 1430001,7485,6519,2804,2340,2340,2145,1,2,2340,2032,0,0,4184430,3771984,11,0
06-26 16:28:20.584 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 1430006,7801,6857,2799,2501,2501,2130,1,1,2500,2225,0,0,4453343,3810893,11,0
06-26 16:28:20.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 1430000,7445,6534,2794,2325,2325,2171,1,1,2325,2037,0,0,4159067,3808443,11,0
06-26 16:28:20.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 1430000,7676,6645,2795,2440,2440,2135,1,0,2440,2070,0,0,4348363,3779817,11,0
06-26 16:28:20.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 1430001,7710,6709,2793,2455,2455,2137,7,1,2455,2116,0,0,4372698,3793623,11,0
06-26 16:28:20.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 1430000,7614,6695,2796,2409,2409,2149,0,1,2409,2136,0,0,4297937,3810891,11,0
06-26 16:28:20.636 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 1430001,7808,6731,2800,2504,2504,2153,0,3,2504,2071,0,0,4459442,3808672,11,0
06-26 16:28:20.655 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 1430009,7542,6484,2808,2367,2367,2148,0,1,2367,1968,0,0,4232248,3760751,11,0
06-26 16:28:20.656 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 1430005,7507,6571,2811,2348,2348,2167,0,2,2348,2054,0,0,4202398,3804909,11,0
06-26 16:28:20.660 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 1430004,7551,6590,2811,2370,2370,2182,0,3,2370,2035,0,0,4239762,3824995,11,0
06-26 16:28:30.569 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 1440002,7535,6551,2824,2355,2355,2155,1,2,2355,2039,0,0,4211545,3789431,11,0
06-26 16:28:30.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 1440001,7866,6905,2819,2523,2523,2141,1,1,2523,2240,0,0,4492265,3832327,11,0
06-26 16:28:30.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 1440000,7505,6581,2814,2345,2345,2182,1,1,2345,2053,0,0,4194379,3830052,11,0
06-26 16:28:30.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 1440000,7734,6689,2815,2459,2459,2146,1,0,2459,2084,0,0,4382098,3800770,11,0
06-26 16:28:30.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 1440001,7764,6751,2813,2472,2472,2150,7,1,2472,2128,0,0,4403107,3816802,11,0
06-26 16:28:30.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 1440000,7662,6730,2816,2423,2423,2163,0,1,2423,2143,0,0,4323405,3833877,11,0
06-26 16:28:30.636 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 1440001,7860,6768,2820,2521,2520,2164,0,3,2520,2080,0,0,4488176,3828251,11,0
06-26 16:28:30.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 1440000,7578,6518,2818,2380,2380,2159,0,1,2380,1978,0,0,4254899,3780147,11,0
06-26 16:28:30.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 1440000,7547,6611,2821,2363,2363,2179,0,2,2363,2067,0,0,4228365,3826618,11,0
06-26 16:28:30.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 1440001,7605,6630,2831,2387,2387,2193,0,3,2387,2047,0,0,4270169,3845294,11,0
06-26 16:28:40.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 1450000,7585,6592,2844,2370,2370,2166,1,2,2370,2054,0,0,4238632,3810211,11,0
06-26 16:28:40.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 1450001,7936,6960,2839,2548,2548,2153,1,1,2548,2258,0,0,4535906,3856237,11,0
06-26 16:28:40.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 1450000,7567,6632,2834,2366,2366,2194,1,1,2366,2071,0,0,4231418,3853632,11,0
06-26 16:28:40.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 1450000,7798,6738,2835,2481,2481,2158,1,0,2481,2099,0,0,4420770,3823578,11,0
06-26 16:28:40.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 1450001,7814,6786,2833,2487,2487,2164,7,1,2487,2134,0,0,4430184,3839632,11,0
06-26 16:28:40.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 1450000,7690,6755,2836,2427,2427,2176,0,1,2427,2151,0,0,4332309,3854624,11,0
06-26 16:28:40.636 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 1450000,7904,6806,2840,2532,2532,2174,0,3,2532,2097,0,0,4510298,3847710,11,0
06-26 16:28:40.646 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 1450001,7628,6558,2838,2395,2395,2171,0,1,2395,1991,0,0,4281594,3801881,11,0
06-26 16:28:40.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 1450000,7589,6646,2841,2374,2374,2192,0,2,2374,2077,0,0,4248784,3848817,11,0
06-26 16:28:40.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 1450001,7659,6671,2851,2404,2404,2204,0,3,2404,2060,0,0,4300578,3865845,11,0
06-26 16:28:50.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 1460001,7633,6626,2864,2384,2384,2176,1,2,2384,2064,0,0,4264086,3828319,11,0
06-26 16:28:50.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 1460001,7978,6990,2859,2559,2559,2163,1,1,2559,2267,0,0,4556363,3873616,11,0
06-26 16:28:50.593 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 1460006,7629,6679,2854,2387,2387,2208,1,1,2387,2083,0,0,4268463,3878593,11,0
06-26 16:28:50.595 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 1460000,7858,6788,2855,2501,2501,2169,1,0,2501,2118,0,0,4456090,3845873,11,0
06-26 16:28:50.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 1460002,7866,6823,2853,2503,2503,2174,7,1,2503,2145,0,0,4458954,3858170,11,0
06-26 16:28:50.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 1460000,7740,6794,2856,2442,2442,2190,0,1,2442,2161,0,0,4359406,3878493,11,0
06-26 16:28:50.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 1460000,7958,6848,2860,2549,2549,2186,0,3,2549,2110,0,0,4540749,3869657,11,0
06-26 16:28:50.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 1460000,7680,6604,2858,2411,2411,2184,0,1,2411,2008,0,0,4310328,3825995,11,0
06-26 16:28:50.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 1460001,7633,6680,2861,2386,2386,2204,0,2,2386,2088,0,0,4270902,3869482,11,0
06-26 16:28:50.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 1460001,7699,6698,2871,2414,2414,2215,0,3,2414,2066,0,0,4319388,3883848,11,0
06-26 16:29:00.587 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 1470020,7679,6658,2884,2397,2397,2187,1,2,2397,2072,0,0,4287813,3847229,11,0
